Uniprot_A	Uniprot_B	Alt_A	Alt_B	Gene_A	Gene_B	pmid:method:quality
P37231	Q15788	5468	8648	PPARG	NCOA1	10848596:0018:LC|22584573:0114:LC|16373399:0114:LC|9744270:0114:LC|21798739:0114:LC|22727448:0114:LC|22225641:0114:LC|19326383:0114:LC|19349176:0114:LC|23975195:0018:LC|10731636:0018:LC|17704298:0018:LC|20717101:0096:LC|11698662:0114:LC|18604218:0114:LC|21986665:0114:LC|19116277:0114:LC|16737814:0114:LC|15026545:0018:LC|15604093:0018:HT|9041124:0018:LC|22357520:0114:LC|20717101:0018:LC|17513608:0018:LC|23178929:0114:LC|10347167:0018:LC|19452630:0114:LC|23265881:0114:LC|9041124:0492:LC|19464171:0114:LC|10848596:0492:LC|26183621:0114:LC|20219371:0114:LC|11500849:0055:LC|10882139:0114:LC
P37231	Q92793	5468	1387	PPARG	CREBBP	17704298:0018:LC|15556564:0018:LC|15056000:0114:LC|17704298:0096:LC
P37231	Q9UBK2	5468	10891	PPARG	PPARGC1A	22225641:0114:LC|17704298:0096:LC|12502716:0492:LC|17704298:0018:LC|12502716:0024:LC|12502716:0493:LC|15026545:0018:LC|22039047:0114:LC|17513608:0018:LC|18469005:0114:LC|21720019:0114:LC|18469005:0018:LC
P37231	Q9Y618	5468	9612	PPARG	NCOR2	16219912:0018:LC|19147680:0018:LC|15604093:0018:HT|15604093:0492:HT|16219912:0492:LC
P37231	Q9Y6Q9	5468	8202	PPARG	NCOA3	10944516:0096:LC|15604093:0018:HT|10944516:0018:LC|11500849:0055:LC
P37268	P37268	2222	2222	FDFT1	FDFT1	10896663:0114:LC|22474324:0114:LC
P37275	P56545	6935	1488	ZEB1	CTBP2	12714599:0018:LC|9724649:0024:LC|10567582:0018:LC|9724649:0018:LC|10567582:0096:LC
P37275	Q13363	6935	1487	ZEB1	CTBP1	10359772:0493:LC|10567582:0018:LC|10359772:0019:LC|10359772:0004:LC|10567582:0096:LC
P37287	Q14442	5277	5283	PIGA	PIGH	9463366:0024:LC|8900170:0096:LC|8900170:0493:LC|9463366:0493:LC|8900170:0492:LC|9463366:0492:LC
P37837	P37837	6888	6888	TALDO1	TALDO1	10869557:0492:LC|10869557:0114:LC
P37840	P37840	6622	6622	SNCA	SNCA	22119730:0809:LC|16330551:0410:LC|25732184:0813:LC|16330551:0404:LC|19875982:0071:LC|18550842:0016:LC|24983211:0020:LC|25732184:0809:LC|19745811:0038:LC|24895406:0872:LC|18550842:0020:LC|24374342:0051:LC|19745811:0040:LC|18550842:0077:LC|23927048:0943:LC|16330551:0017:LC|19745811:0013:LC|23927048:0030:LC|16764865:0027:LC|24983211:0017:LC|11502187:0055:LC|18550842:0017:LC|21358815:0090:LC|22119730:0404:LC|24895406:0053:LC|24895406:0020:LC|16330551:0020:LC|16330551:0013:LC|24374342:0038:LC|23927048:0016:LC|24895406:0663:LC|25732184:0808:LC|19745811:0872:LC|16330551:0071:LC|23927048:0071:LC|15502874:0808:LC|19745811:0077:LC|19745811:0051:LC|25732184:0040:LC
P37840	P43405	6622	6850	SNCA	SYK	11744621:0492:LC|11162638:0493:LC|11162638:0492:LC|12096713:0492:LC|12096713:0493:LC|11744621:0493:LC
P37840	P46934	6622	4734	SNCA	NEDD4	21953697:0004:LC|24831002:0415:LC|21953697:0415:LC
P37840	P48729	6622	1452	SNCA	CSNK1A1	10617630:0415:LC|16959772:0415:LC
P37840	P48730	6622	1453	SNCA	CSNK1D	16618118:0415:LC|10617630:0493:LC|10617630:0492:LC|10852916:0493:LC|10852916:0492:LC
P37840	P62158	6622		SNCA	CALM1|CALM2|CALM3	12358748:0096:LC|23607618:0114:LC|12358748:0492:LC
P37840	P68400	6622	1457	SNCA	CSNK2A1	10617630:0415:LC|10617630:0492:LC|10617630:0493:LC|15033366:0415:LC|10852916:0493:LC|19576176:0424:LC|10852916:0492:LC
P37840	Q01959	6622	6531	SNCA	SLC6A3	12672538:0004:LC|12672538:0018:LC|11292651:0018:LC|14550771:0004:LC|11292651:0493:LC|14550771:0019:LC|12672538:0493:LC|11292651:0004:LC|12672538:0024:LC
P37840	Q14289	6622	2185	SNCA	PTK2B	11744621:0492:LC|11162638:0493:LC|11162638:0492:LC|12096713:0492:LC|12096713:0493:LC|11744621:0493:LC
P37840	Q8IUQ4	6622	6477	SNCA	SIAH1	19224863:0415:LC|18070888:0004:LC|19224863:0004:LC|19224863:0096:LC|18070888:0415:LC
P37840	Q9NYY3	6622	10769	SNCA	PLK2	22988096:0415:LC|19889641:0415:LC
P37840	Q9Y6H5	6622	9627	SNCA	SNCAIP	11331421:0493:LC|10319874:0096:LC|12044636:0492:LC|10319874:0493:LC|10319874:0024:LC|10319874:0019:LC|12044636:0018:LC|12044636:0493:LC|10319874:0492:LC|10319874:0663:LC|15894486:0018:LC|10319874:0004:LC|11331421:0055:LC|19762560:0096:LC|10319874:0018:LC|19762560:0052:LC|19762560:0077:LC|19762560:0114:LC|11331421:0018:LC|10319874:0007:LC|11331421:0492:LC|19762560:0030:LC|19762560:0663:LC
P38159	P38159	27316	27316	RBMX	RBMX	27107012:1356:LC|27107012:2215:LC|25416956:0397:HT|25416956:0018:HT
P38159	P61978	27316	3190	RBMX	HNRNPK	16189514:0398:HT|22365833:0018:HT|10749975:0018:LC|21516116:0018:HT|25416956:1112:HT|25416956:0397:HT|16189514:0018:HT|25416956:1356:HT
P38159	P62995	27316	6434	RBMX	TRA2B	12165565:0004:LC|22365833:0018:HT|10749975:0018:LC|12165565:0492:LC|12165565:0018:LC|12165565:0493:LC|12165565:0096:LC|10749975:0492:LC|10749975:0493:LC
P38159	Q5VWX1	27316	202559	RBMX	KHDRBS2	27107012:1356:LC|16189514:0398:HT|16189514:0096:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT|16189514:0004:HT|27107012:2215:LC
P38159	Q6IBN1	27316		RBMX	HNRPK	22365833:0018:HT|10749975:0018:LC|21516116:0018:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|16189514:0018:HT|25416956:1356:HT
P38398	P38398	672	672	BRCA1	BRCA1	10026184:0071:LC|12611903:0493:LC|15133503:0114:LC|9159119:0493:LC|10026184:0030:LC|21473589:0114:LC|20351172:0415:LC|16818604:0415:LC|21532592:0415:LC|11927591:0415:LC|11751867:0493:LC|21965653:0415:LC|16403807:0415:LC|24073851:0114:LC|555:0493:LC|11573086:0114:LC
P38398	P43246	672	4436	BRCA1	MSH2	10783165:0045:LC|10783165:0686:LC|11498787:0018:LC|11498787:0004:LC|11498787:0019:LC|16260778:0006:LC|16260778:0029:LC|16260778:0004:LC|11498787:0045:LC|11498787:0024:LC|10783165:0401:LC|10783165:0004:LC|10783165:0018:LC|16260778:0096:LC|10783165:0024:LC|10783165:0019:LC|11498787:0096:LC|11498787:0686:LC
P38398	P51532	672	6597	BRCA1	SMARCA4	15034933:0004:LC|10943845:0096:LC|10943845:0492:LC|15034933:0492:LC|10943845:0024:LC|10943845:0004:LC|10943845:0401:LC
P38398	P51587	672	675	BRCA1	BRCA2	14499622:0018:LC|22193777:0029:LC|9774970:0096:LC|9774970:0019:LC|9774970:0492:LC|11477095:0004:LC|9774970:0493:LC|11477095:0492:LC|9774970:0024:LC|9774970:0004:LC|11477095:0493:LC
P38398	P51668	672	7321	BRCA1	UBE2D1	16403807:0096:LC|19712108:0018:LC|19712108:0096:LC|19712108:0114:LC|16403807:0018:LC
P38398	P51948	672	4331	BRCA1	MNAT1	22493164:0018:HT|15282296:0492:LC|15282296:0004:LC|22493164:0397:HT
P38398	P51965	672	7324	BRCA1	UBE2E1	19712108:0018:LC|17873885:0018:LC|19712108:0114:LC|19712108:0096:LC
P38398	P52292	672	3838	BRCA1	KPNA2	9497340:0018:LC|9497340:0096:LC|8955125:0018:LC|9497340:0492:LC
P38398	P52434	672	5437	BRCA1	POLR2H	17283126:0415:LC|25436519:0415:LC
P38398	P52701	672	2956	BRCA1	MSH6	10783165:0045:LC|10783165:0019:LC|16260778:0096:LC|11498787:0018:LC|11498787:0004:LC|11498787:0686:LC|16260778:0004:LC|11498787:0045:LC|10783165:0401:LC|10783165:0004:LC|10783165:0686:LC|10783165:0024:LC|16260778:0029:LC|11498787:0096:LC|11498787:0024:LC
P38398	P61077	672	7323	BRCA1	UBE2D3	21113135:0018:LC|19712108:0018:LC|16628214:0493:LC|21532592:0096:LC|19712108:0096:LC|12732733:0492:LC|21532592:0114:LC|19712108:0114:LC|12732733:0493:LC|12732733:0024:LC|11927591:0415:LC|16628214:0492:LC|16628214:0004:LC|11927591:0096:LC
P38398	P61086	672	3093	BRCA1	UBE2K	19712108:0018:LC|17873885:0018:LC|19712108:0114:LC|19712108:0096:LC
P38398	P61088	672	7334	BRCA1	UBE2N	19712108:0018:LC|17873885:0018:LC|19712108:0114:LC|19712108:0096:LC
P38398	P61968	672	8543	BRCA1	LMO4	11751867:0004:LC|11751867:0254:LC|11751867:0096:LC|12925972:0492:LC|12925972:0493:LC|11751867:0019:LC|11751867:0493:LC|11751867:0018:LC|12925972:0004:LC|11751867:0492:LC
P38398	P62837	672	7322	BRCA1	UBE2D2	21113135:0018:LC|19712108:0018:LC|19712108:0114:LC|19712108:0096:LC
P38398	P63165	672	7341	BRCA1	SUMO1	20016594:0004:LC|18025037:0004:LC|20016594:0096:LC|20016594:0055:LC|18025037:0096:LC|18025037:0018:LC|20016594:0006:LC
P38398	P68036	672	7332	BRCA1	UBE2L3	19712108:0114:LC|19712108:0096:LC|12732733:0096:LC|19712108:0018:LC|12732733:0492:LC|12732733:0024:LC
P38398	P78396	672	8900	BRCA1	CCNA1	10373534:0492:LC|9244350:0096:LC|9244350:0004:LC|9244350:0492:LC
P38398	Q06609	672	5888	BRCA1	RAD51	9008167:0096:LC|9008167:0493:LC|9774970:0096:LC|9008167:0024:LC|9774970:0024:LC|9774970:0493:LC|9008167:0004:LC|9008167:0006:LC|9008167:0019:LC|22193777:0029:LC
P38398	Q08211	672	1660	BRCA1	DHX9	9662397:0096:LC|12592385:0018:LC|9662397:0024:LC|9662397:0018:LC|9662397:0492:LC|9662397:0493:LC|12592385:0492:LC|12592385:0004:LC|12592385:0493:LC
P38398	Q13085	672	31	BRCA1	ACACA	16326698:0096:LC|19061860:0492:LC|18452305:0114:LC|19061860:0493:LC|12360400:0493:LC|12360400:0492:LC|19061860:0004:LC|12360400:0024:LC|16326698:0004:LC|16326698:0006:LC|16326698:0492:LC|18452305:0686:LC|16326698:0493:LC|12360400:0004:LC
P38398	Q13315	672	472	BRCA1	ATM	10550055:0004:LC|10866324:0096:LC|10866324:0493:LC|11114888:0096:LC|10866324:0492:LC|10866324:0004:LC|10550055:0096:LC|10550055:0492:LC|11114888:0493:LC|10866324:0415:LC|10608806:0423:LC|11114888:0492:LC|10550055:0493:LC|10608806:0686:LC
P38398	Q13363	672	1487	BRCA1	CTBP1	10196224:0004:LC|10196224:0024:LC|10196224:0492:LC|10196224:0493:LC|11751867:0019:LC
P38398	Q13535	672	545	BRCA1	ATR	11114888:0415:LC|11278964:0415:LC|11278964:0004:LC|11278964:0019:LC|11016625:0415:LC|11114888:0492:LC|11016625:0096:LC|11278964:0492:LC|11114888:0096:LC|11114888:0493:LC|11016625:0019:LC|11278964:0096:LC|11278964:0493:LC|11016625:0004:LC
P38398	Q14192	672	2274	BRCA1	FHL2	14986435:0096:LC|14550570:0004:LC|21988832:0018:HT|14550570:0006:LC|14550570:0492:LC|14550570:0007:LC|14550570:0018:LC|14550570:0493:LC|14986435:0004:LC|14550570:0096:LC|14986435:0018:LC
P38398	Q16576	672	5931	BRCA1	RBBP7	10220405:0492:LC|10220405:0024:LC|10220405:0686:LC|11394910:0493:LC|10220405:0493:LC|11394910:0492:LC|10220405:0096:LC|11394910:0018:LC|11746496:0096:LC|10220405:0004:LC|10220405:0045:LC|11394910:0004:LC|10220405:0019:LC|11746496:0047:LC|10220405:0018:LC
P38398	Q16777	672	8338	BRCA1	HIST2H2AC	11927591:0096:LC|19916563:0415:LC|11927591:0415:LC
P38398	Q53GA5	672		BRCA1	Q53GA5	9482880:0493:LC|9582019:0492:LC|14710355:0004:LC|14710355:0492:LC|14710355:0493:LC|14978302:0492:LC|9926942:0096:LC|9582019:0004:LC|9926942:0492:LC|9582019:0096:LC|9482880:0004:LC|9926942:0004:LC|9482880:0492:LC|9582019:0493:LC|9926942:0493:LC|14978302:0493:LC
P38398	Q59FK4	672		BRCA1	Q59FK4	12024016:0415:LC|17352427:0055:LC|12024016:0004:LC|12024016:0493:LC|12024016:0492:LC|12024016:0096:LC
P38398	Q6PJG6	672	221927	BRCA1	BRAT1	16452482:0096:LC|24073851:0096:LC|16452482:0006:LC|16452482:0018:LC|16452482:0004:LC|16452482:0663:LC|24073851:0114:LC
P38398	Q6UWZ7	672	84142	BRCA1	FAM175A	17525340:0004:LC|17525340:0416:LC|17525340:0007:LC|17525340:0006:LC|17525340:0492:LC|17525340:0096:LC|PDB_4JLU:0114:LC|17525340:0107:LC|26778126:0114:LC
P38398	Q7Z569	672	8315	BRCA1	BRAP	9497340:0024:LC|9497340:0492:LC|9497340:0018:LC|9497340:0019:LC|8955125:0018:LC|9497340:0096:LC
P38398	Q8WX92	672	25920	BRCA1	NELFB	11739404:0096:LC|11739404:0663:LC|11739404:0018:LC|12612062:0493:LC|12612062:0018:LC|11739404:0493:LC|11739404:0007:LC|11739404:0004:LC
P38398	Q8WXE1	672	84126	BRCA1	ATRIP	24073851:0096:LC|24073851:0114:LC
P38398	Q92547	672	11073	BRCA1	TOPBP1	12697828:0416:LC|11395493:0416:LC
P38398	Q92878	672	10111	BRCA1	RAD50	10783165:0686:LC|11504724:0226:LC|10783165:0401:LC|10426999:0686:LC|10783165:0024:LC|10426999:0018:LC|10426999:0004:LC|10426999:0029:LC|11504724:0019:LC|10426999:0428:LC|11504724:0029:LC|10783165:0019:LC|10426999:0019:LC|11504724:0007:LC|10426999:0096:LC|11504724:0401:LC|10426999:0024:LC
P38398	Q969T4	672	10477	BRCA1	UBE2E3	19712108:0018:LC|17873885:0018:LC|19712108:0114:LC|19712108:0096:LC
P38398	Q96B02	672	55284	BRCA1	UBE2W	19712108:0018:LC|19712108:0096:LC|19712108:0114:LC|17873885:0018:LC
P38398	Q96LR5	672	7325	BRCA1	UBE2E2	19712108:0018:LC|17873885:0018:LC|19712108:0114:LC|19712108:0096:LC
P38398	Q99708	672	5932	BRCA1	RBBP8	9738006:0493:LC|10196224:0024:LC|10764811:0004:LC|9811458:0018:LC|9811458:0004:LC|10764811:0018:LC|9738006:0004:LC|16818604:0415:LC|9811458:0096:LC|10196224:0096:LC|9811458:0493:LC|9738006:0492:LC|9738006:0018:LC|10196224:0004:LC|16818604:0428:LC|9811458:0492:LC|10196224:0018:LC|10764811:0096:LC|10196224:0493:LC|10196224:0492:LC|9811458:0024:LC
P38398	Q99728	672	580	BRCA1	BARD1	9342365:0428:LC|11573085:0114:LC|25823446:0018:LC|8944023:0492:LC|9342365:0493:LC|8944023:0096:LC|11278247:0018:LC|25184681:0018:LC|15265711:0493:LC|10026184:0401:LC|12438698:0492:LC|16403807:0018:LC|11498787:0018:LC|12431996:0096:LC|11278247:0096:LC|12419249:0493:LC|15184379:0493:LC|9788437:0018:LC|17873885:0018:LC|9798686:0018:LC|11773071:0493:LC|10026184:0030:LC|18493658:0090:LC|11278247:0492:LC|12431996:0018:LC|9788437:0096:LC|12732733:0114:LC|12431996:0493:LC|17873885:0077:LC|9342365:0492:LC|8944023:0004:LC|11504724:0029:LC|10026184:0492:LC|12419249:0018:LC|11504724:0401:LC|10026184:0071:LC|12732733:0004:LC|11573085:0096:LC|11773071:0018:LC|11573085:0492:LC|20215511:0018:LC|11278247:0004:LC|11773071:0492:LC|15184379:0492:LC|20351172:0415:LC|11278247:0493:LC|9342365:0018:LC|15265711:0018:LC|12431996:0492:LC|11927591:0415:LC|12438698:0096:LC|15265711:0492:LC|10026184:0493:LC|8944023:0493:LC|11504724:0226:LC|12431996:0004:LC|25184681:0004:LC|11573085:0077:LC|8944023:0006:LC|15184379:0018:LC|11573085:0018:LC|12438698:0493:LC|11498787:0096:LC|10026184:0055:LC|12438698:0018:LC|11573085:0493:LC|8944023:0728:LC|12419249:0492:LC|8944023:0018:LC|10026184:0018:LC|12951069:0018:LC|11573085:0024:LC|9788437:0004:LC|11927591:0096:LC|8944023:0024:LC
P38398	Q9BRL4	672		BRCA1	PCTK1	25184681:0018:LC|9738006:0018:LC
P38398	Q9BSD8	672		BRCA1	Q9BSD8	11278247:0493:LC|9244350:0493:LC|11278247:0492:LC|9244350:0492:LC
P38398	Q9BX63	672	83990	BRCA1	BRIP1	15242590:0493:LC|11301010:0493:LC|11301010:0006:LC|11301010:0024:LC|11301010:0686:LC|15242590:0004:LC|15242590:0686:LC|11301010:0492:LC|15242590:0492:LC|11877378:0492:LC|15133502:0686:LC|11877378:0096:LC|11877378:0493:LC|11301010:0045:LC|15125843:0114:LC|11301010:0019:LC|11301010:0004:LC|14576432:0019:LC|15133502:0114:LC|14576432:0107:LC|14576432:0096:LC|14576432:0024:LC
P38398	Q9BXW9	672	2177	BRCA1	FANCD2	11239454:0416:LC|12239151:0686:LC|11239454:0024:LC|14499622:0018:LC|11239454:0019:LC|11239454:0493:LC|12239151:0019:LC|11239454:0004:LC|12887909:0415:LC
P38398	Q9HAW4	672	63967	BRCA1	CLSPN	15096610:0493:LC|15096610:0492:LC|15096610:0004:LC|22863316:0415:LC
P38398	V9HW41	672		BRCA1	HEL-S-71	19712108:0018:LC|17873885:0018:LC|19712108:0114:LC|19712108:0096:LC
P38432	P38432	8161	8161	COIL	COIL	16713569:0397:HT|11102515:0493:LC|16713569:0492:HT|11102515:0492:LC|11102515:0096:LC|16713569:0493:HT|11102515:0018:LC|16713569:0018:HT|11102515:0004:LC
P38432	P54253	8161	6310	COIL	ATXN1	16713569:0493:HT|16713569:0492:HT|12757932:0493:LC|12757932:0492:LC|16713569:0018:HT|12757932:0096:LC|12757932:0004:LC|12757932:0018:LC|12757932:0007:LC|12757932:0006:LC|12757932:0416:LC
P38432	Q13895	8161	705	COIL	BYSL	27107012:1356:LC|16713569:0397:HT|25416956:1112:HT|25416956:0397:HT|25416956:0018:HT|25416956:1356:HT|16713569:0018:HT|27107012:2215:LC
P38432	Q16594	8161	6880	COIL	TAF9	16713569:0096:HT|16713569:0397:HT|16079131:0018:LC|16079131:0004:LC|16079131:0401:LC|16713569:0018:HT
P38432	Q16637	8161		COIL	SMN1|SMN2	11641277:0004:LC|12361597:0004:LC|11641277:0096:LC|12361597:0492:LC|11641277:0492:LC|12361597:0493:LC|11641277:0493:LC
P38432	Q96HA8	8161	55093	COIL	WDYHV1	27107012:1356:LC|16713569:0397:HT|27107012:2215:LC|16713569:0096:HT|16713569:0018:HT
P38432	Q99986	8161	7443	COIL	VRK1	21920476:0663:LC|26068304:0401:LC|26068304:0004:LC|26068304:0415:LC|21920476:0006:LC|21920476:0081:LC|21920476:0007:LC|21920476:0424:LC|21920476:0096:LC
P38432	Q9Y3D8	8161	102157402	COIL	AK6	16079131:0018:LC|16079131:0007:LC|16713569:0018:HT|16079131:0416:LC|16079131:0096:LC
P38484	P38484	3460	3460	IFNGR2	IFNGR2	12438563:0055:LC|16467876:0055:LC
P38646	P38646	3313	3313	HSPA9	HSPA9	PDB_3N8E:0114:LC
P38646	Q96DA6	3313	131118	HSPA9	DNAJC19	22544056:0415:LC|20053669:0415:LC
P38919	P38919	9775	9775	EIF4A3	EIF4A3	16923391:0114:LC|16931718:0114:LC
P38919	P61326	9775	4116	EIF4A3	MAGOH	16923391:0114:LC|23084401:0004:LC|23084401:0006:LC|23084401:0007:LC|14730019:0493:LC|23084401:0071:LC|23084401:0401:LC|14730019:0004:LC|14730019:0007:LC|23084401:0030:LC
P38919	Q9BZI7	9775	65109	EIF4A3	UPF3B	23084401:0071:LC|23084401:0006:LC|23084401:0007:LC|23084401:0401:LC|15361857:0019:LC
P38919	Q9HCG8	9775	57703	EIF4A3	CWC22	22365833:0004:HT|22365833:0018:HT|22365833:0007:HT|24218557:0114:LC
P38919	Q9Y5S9	9775	9939	EIF4A3	RBM8A	16923391:0114:LC|23084401:0007:LC|23084401:0006:LC|14730019:0493:LC|23084401:0071:LC|23084401:0401:LC|14730019:0004:LC|23084401:0004:LC|14730019:0007:LC|23084401:0030:LC
P38935	P38935	3508	3508	IGHMBP2	IGHMBP2	22965130:0114:LC
P38936	P38936	1026	1026	CDKN1A	CDKN1A	15232106:0492:HT|19388052:0114:LC
P38936	P42574	1026	836	CDKN1A	CASP3	10022118:0493:LC|9799125:0415:LC|9660939:0493:LC|9660939:0415:LC|10022118:0415:LC|9799125:0493:LC
P38936	P78396	1026	8900	CDKN1A	CCNA1	15232106:0492:HT|10022926:0004:LC|15232106:0096:HT|15232106:0008:HT|10022926:0018:LC|15232106:0089:HT|7478582:0492:LC|15232106:0024:HT|10022926:0492:LC
P38936	Q13309	1026	6502	CDKN1A	SKP2	23261596:0415:LC|23261596:0004:LC|15980415:0415:LC|18794347:0415:LC
P38936	Q9P287	1026	56647	CDKN1A	BCCIP	14726710:0004:LC|14726710:0018:LC|10878006:0018:LC|10878006:0096:LC|10878006:0493:LC|10878006:0492:LC|14726710:0493:LC|14726710:0492:LC|10878006:0004:LC
P39059	P39059	1306	1306	COL15A1	COL15A1	20932905:0114:LC|20932905:0031:LC|20932905:0071:LC|20932905:0028:LC
P39060	P39060	80781	80781	COL18A1	COL18A1	16269408:0040:LC|20932905:0031:LC|16269408:0017:LC|9724722:0114:LC|16269408:0016:LC|16269408:0013:LC|20932905:0028:LC|11956183:0016:LC
P39086	P39086	2897	2897	GRIK1	GRIK1	21893069:0114:LC|12597860:0493:LC|PDB_3FVO:0114:LC|24140446:0114:LC|12597860:0492:LC
P39086	Q86YM7	2897	9456	GRIK1	HOMER1	9069287:0492:LC|11418862:0492:LC|9808458:0492:LC|11418862:0493:LC|9808458:0493:LC|11418862:0004:LC|9069287:0493:LC
P39086	Q9NRD5	2897	9463	GRIK1	PICK1	12597860:0096:LC|11891216:0492:LC|11891216:0493:LC|12597860:0493:LC|12597860:0018:LC|12597860:0492:LC|11891216:0018:LC|12597860:0004:LC
P39687	P39687	8125	8125	ANP32A	ANP32A	26057796:0114:LC|17567741:0114:LC
P39687	Q01105	8125	6418	ANP32A	SET	11163245:0492:LC|11163245:0493:LC|11909973:0492:LC|11909973:0493:LC|11163245:0004:LC|11163245:0401:LC|11909973:0096:LC|11163245:0096:LC
P39687	Q15717	8125	1994	ANP32A	ELAVL1	11565755:0004:LC|11018049:0493:LC|11018049:0492:LC|11565755:0492:LC|11565755:0493:LC|11729309:0493:LC|11729309:0492:LC
P39748	P39748	2237	2237	FEN1	FEN1	21496641:0114:LC
P39748	Q09472	2237	2033	FEN1	EP300	11430825:0415:LC|11430825:0004:LC|11430825:0493:LC|11430825:0492:LC|16326861:0415:LC|11430825:0096:LC
P39748	Q14191	2237	7486	FEN1	WRN	14657243:0055:LC|14657243:0416:LC|14688284:0411:LC|14657243:0412:LC|14657243:0006:LC|14657243:0019:LC|14688284:0096:LC
P39748	Q59F09	2237		FEN1	Q59F09	14657243:0493:LC|11598021:0004:LC|14657243:0055:LC|14657243:0428:LC|14657243:0096:LC|14657243:0492:LC|11598021:0096:LC|11598021:0492:LC|12356323:0492:LC|11598021:0493:LC|12356323:0493:LC
P39900	P39900	4321	4321	MMP12	MMP12	27356908:0114:LC|15289103:0114:LC|19703773:0114:LC|23567804:0114:LC|PDB_3UVC:0114:LC|19239231:0114:LC
P39905	P56159	2668	2674	GDNF	GFRA1	9482105:0493:LC|9482105:0492:LC|9482105:0024:LC|20473317:0411:LC|8674117:0492:LC|8674117:0493:LC
P40126	P40126	1638	1638	DCT	DCT	9356298:0114:LC|10079069:0114:LC|9356298:0492:LC|10079069:0492:LC
P40145	P62158	114		ADCY8	CALM1|CALM2|CALM3	16258073:0493:LC|16258073:0492:LC|10075700:0047:LC|10075700:0686:LC|10075700:0493:LC|10075700:0492:LC
P40189	P40189	3572	3572	IL6ST	IL6ST	11251120:0492:LC|9501088:0114:LC|PDB_3L5J:0114:LC
P40189	Q06124	3572	5781	IL6ST	PTPN11	9195977:0493:LC|9388212:0019:LC|10946280:0004:LC|9388212:0004:LC|12403768:0492:LC|9195977:0492:LC|10946280:0493:LC|12403768:0004:LC|10946280:0492:LC|12403768:0493:LC
P40189	Q8NI17	3572	133396	IL6ST	IL31RA	15184896:0493:LC|14504285:0493:LC
P40199	P40199	4680	4680	CEACAM6	CEACAM6	21982860:0089:LC|26483485:0114:LC|21982860:0096:LC|PDB_4WHC:0114:LC
P40222	Q16623	200081	6804	TXLNA	STX1A	12558796:0492:LC|12558796:0096:LC|24722188:0018:LC
P40225	P40225	7066	7066	THPO	THPO	14769915:0114:LC
P40259	P40259	974	974	CD79B	CD79B	20696394:0808:LC|20696394:0071:LC|20696394:0114:LC
P40259	P43405	974	6850	CD79B	SYK	12453414:0492:LC|7538118:0493:LC|12453414:0493:LC|7538118:0492:LC
P40261	P40261	4837	4837	NNMT	NNMT	PDB_2IIP:0114:LC|21823666:0114:LC
P40306	P49720	5699	5691	PSMB10	PSMB3	14733938:0018:LC|17948026:0018:LC|17506986:0018:LC
P40337	P61758	7428	7411	VHL	VBP1	12169691:0018:LC|8674032:0493:LC|8674032:0004:LC|8674032:0018:LC
P40337	Q13617	7428	8453	VHL	CUL2	9751722:0019:LC|9122164:0493:LC|9122164:0096:LC|9447969:0025:LC|9122164:0004:LC|10449727:0018:LC|25661653:0096:LC|9447969:0019:LC|9447969:0004:LC|9751722:0004:LC|25661653:0114:LC|9122164:0024:LC|9122164:0492:LC
P40337	Q15369	7428	6921	VHL	TCEB1	9751722:0019:LC|18305400:0004:LC|9447969:0025:LC|7660130:0004:LC|7660130:0492:LC|10205047:0114:LC|7660130:0096:LC|17986458:0018:LC|23102223:0114:LC|7660130:0493:LC|10449727:0018:LC|18305400:0492:LC|9447969:0019:LC|25661653:0114:LC|8674032:0018:LC|25661653:0096:LC|12004076:0114:LC|7660122:0493:LC|18323857:0114:LC|9751722:0004:LC|18323857:0004:LC|18323857:0007:LC|12050673:0114:LC|7660122:0004:LC|18305400:0493:LC|7660122:0492:LC
P40337	Q15370	7428	6923	VHL	TCEB2	9751722:0019:LC|9447969:0025:LC|7660130:0004:LC|7660130:0492:LC|18323857:0007:LC|10205047:0114:LC|7660130:0096:LC|17986458:0018:LC|25661653:0096:LC|23102223:0114:LC|7660130:0493:LC|9447969:0019:LC|12004076:0114:LC|7660122:0493:LC|18323857:0114:LC|9751722:0004:LC|12004076:0065:LC|18323857:0004:LC|25661653:0114:LC|12050673:0114:LC|7660122:0004:LC|10449727:0018:LC|7660122:0492:LC
P40337	Q16665	7428	3091	VHL	HIF1A	15721254:0096:LC|17986458:0018:LC|11504942:0492:LC|11292862:0047:LC|18323857:0114:LC|12050673:0107:LC|11292862:0686:LC|10944113:0096:LC|12050673:0114:LC|10944113:0493:LC|12004076:0049:LC|16511565:0493:LC|10973499:0415:LC|11292862:0415:LC|18323857:0006:LC|19123984:0090:LC|11292862:0096:LC|11504942:0493:LC|10823831:0492:LC|19123984:0096:LC|16511565:0007:LC|15060148:0415:LC|10973499:0004:LC|18323857:0004:LC|24899725:0415:LC|10823831:0019:LC|15721254:0405:LC|11504942:0096:LC|11566883:0415:LC|16511565:0006:LC|23102223:0114:LC|10823831:0004:LC|17353276:0411:LC|10944113:0492:LC|11292862:0006:LC|15652751:0047:LC|12050673:0096:LC|10823831:0493:LC|11504942:0004:LC|11566883:0686:LC|10823831:0024:LC|12004076:0114:LC|16511565:0492:LC|15721254:0004:LC|10823831:0096:LC
